Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
BMW,5 Series,2006,Sedan,312000.0,2500.0,Petrol,Automatic,7800.0
BMW,5 Series,2002,Sedan,251000.0,2499.0,Diesel,Manual,4650.0
Mercedes,E Class,2019,Sedan,50000.0,2200.0,Diesel,Automatic,37000.0
Volkswagen,Golf,2009,Universal,180000.0,1400.0,Petrol,Manual,5300.0
Toyota,Corolla,2007,Universal,226000.0,1400.0,Diesel,Manual,5500.0
Audi,A4,2004,Cabriolet,200000.0,1800.0,Petrol,Automatic,6500.0
Volkswagen,Caddy,2012,Minivan,163500.0,200.0,Diesel,Manual,14200.0
Toyota,Auris,2013,Hatchback,133000.0,1798.0,Hybrid,Automatic,10000.0
Volkswagen,Jetta,2013,Sedan,131000.0,1400.0,Hybrid,Automatic,8500.0
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual,3650.0
BMW,3 Series,2006,Sedan,180000.0,300.0,Petrol,Automatic,6000.0
Mercedes,A Class,2000,Sedan,258.0,1700.0,Diesel,Automatic,2900.0
Skoda,Fabia,2011,Universal,160000.0,1200.0,Diesel,Manual,4999.0
Skoda,Octavia,2010,Universal,1.0,1400.0,Petrol,Manual,5350.0
Mercedes,E Class,2016,Sedan,161024.0,2200.0,Diesel,Automatic,26950.0
Honda,Civic,2006,Hatchback,195000.0,1400.0,Petrol,Manual,5400.0
Ford,Fusion,2015,Sedan,124000.0,2000.0,Plug-in Hybrid,Automatic,11499.0
Ford,Fusion,2003,Hatchback,330000.0,1400.0,Diesel,Automatic,4100.0
Dacia,Logan,2005,Sedan,21548.0,1400.0,Metan/Propan,Manual,2200.0
Volkswagen,Golf,2004,Hatchback,200000.0,1399.0,Petrol,Manual,4200.0
Mercedes,GLK Class,2014,Crossover,131000.0,2200.0,Diesel,Automatic,19900.0
Renault,Scenic,2002,Microvan,100.0,1600.0,Metan/Propan,Manual,1000.0
Toyota,Carina,1998,Sedan,268000.0,1800.0,Petrol,Manual,2650.0
Honda,CR-V,2014,Crossover,128200.0,2200.0,Diesel,Automatic,17999.0
Volvo,XC90,2006,SUV,162000.0,2900.0,Metan/Propan,Automatic,8490.0
Volkswagen,Touran,2012,Minivan,211856.0,200.0,Diesel,Automatic,6000.0
Volkswagen,Polo,1998,Hatchback,98000.0,1000.0,Petrol,Manual,900.0
Toyota,Camry,2015,Sedan,73179.0,2500.0,Petrol,Automatic,14000.0
Audi,80,1993,Sedan,11111111.0,200.0,Metan/Propan,Manual,1150.0
Audi,A4,2012,Sedan,88000.0,3000.0,Petrol,Automatic,14800.0
Hyundai,ix35,2014,Crossover,150300.0,2000.0,Petrol,Automatic,13200.0
Mercedes,E Class,1996,Sedan,460000.0,2200.0,Diesel,Manual,1300.0
Renault,Kadjar,2015,Crossover,139000.0,1461.0,Diesel,Automatic,12800.0
Opel,Astra,2006,Hatchback,360000.0,1300.0,Diesel,Manual,2999.0
Ford,F-150,2010,Pickup,171264.0,5400.0,Petrol,Automatic,19999.0
Volkswagen,Transporter,2010,Minivan,203000.0,2000.0,Diesel,Manual,8250.0
Volkswagen,Caddy,2008,Minivan,270.0,2000.0,Diesel,Manual,6700.0
Honda,Accord,1996,Sedan,325000.0,1997.0,Petrol,Manual,2200.0
Skoda,Superb,2014,Sedan,202300.0,1598.0,Diesel,Automatic,13199.0
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0
Mazda,2,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0
Lexus,GS Series,2005,Sedan,230000.0,4300.0,Petrol,Automatic,10000.0
Renault,Megane,2012,Universal,162200.0,1461.0,Diesel,Manual,5899.0
Skoda,Octavia,2018,Universal,146600.0,1600.0,Diesel,Automatic,12700.0
Opel,Astra,2010,Hatchback,97000.0,1598.0,Petrol,Automatic,7700.0
Toyota,Auris,2014,Universal,191000.0,1800.0,Metan/Propan,Automatic,9700.0
Toyota,Camry,2018,Sedan,60000.0,2500.0,Metan/Propan,Automatic,20000.0
Renault,Grand Scenic,2013,Universal,190000.0,1500.0,Diesel,Manual,8500.0
Renault,Kadjar,2015,SUV,184000.0,1500.0,Diesel,Automatic,10999.0
Volvo,XC90,2006,SUV,294000.0,2400.0,Diesel,Automatic,8500.0
Volkswagen,Golf,2010,Hatchback,164000.0,1400.0,Petrol,Automatic,7650.0
Lexus,CT Series,2011,Hatchback,122841.0,1800.0,Hybrid,Automatic,11600.0
Mazda,2,2008,Hatchback,172000.0,1399.0,Diesel,Manual,4999.0
BMW,X5,2017,Crossover,100000.0,2000.0,Hybrid,Automatic,37000.0
Skoda,Octavia,2009,Universal,235000.0,1400.0,Petrol,Automatic,6200.0
Fiat,Doblo,2012,Combi,256000.0,1300.0,Diesel,Manual,4490.0
Audi,A8,2004,Sedan,314000.0,3000.0,Diesel,Automatic,5650.0
Mercedes,B Class,2014,Microvan,194000.0,1991.0,Metan/Propan,Automatic,10000.0
Dacia,Duster,2012,Crossover,67000.0,1500.0,Diesel,Manual,7200.0
Mercedes,E Class,2002,Sedan,11111.0,3200.0,Diesel,Automatic,5200.0
Peugeot,308,2011,Hatchback,160.0,1600.0,Petrol,Automatic,5300.0
Skoda,Superb,2016,Sedan,180000.0,2000.0,Diesel,Automatic,17450.0
Renault,Grand Scenic,2017,Minivan,135000.0,1462.0,Diesel,Automatic,15850.0
Mini,Cooper S,2015,Hatchback,84000.0,1600.0,Petrol,Automatic,10900.0
Toyota,Avensis Verso,2002,Minivan,280000.0,2000.0,Diesel,Manual,3150.0
Land Rover,Freelander,2001,SUV,230000.0,1900.0,Metan/Propan,Manual,3500.0
Opel,Astra,2011,Universal,200123.0,2000.0,Diesel,Manual,8200.0
Volkswagen,Polo,2000,Hatchback,264000.0,1400.0,Petrol,Manual,2500.0
Audi,A6,2018,Universal,101000.0,2000.0,Diesel,Automatic,26000.0
Vaz,Altele,2008,Universal,92424.0,1600.0,Metan/Propan,Manual,3399.0
Mercedes,GL Class,2007,SUV,230000.0,2999.0,Diesel,Automatic,19500.0
Hyundai,i20,2013,Hatchback,122000.0,1385.0,Petrol,Manual,4800.0
Skoda,Octavia,2007,Hatchback,335165.0,1986.0,Diesel,Automatic,6750.0
Renault,Grand Scenic,2017,Minivan,175000.0,1462.0,Diesel,Automatic,16000.0
Mercedes,Vito,2010,Minivan,220000.0,2200.0,Diesel,Manual,7500.0
Audi,A6,2009,Universal,148000.0,2995.0,Petrol,Automatic,13000.0
Dacia,Logan,2011,Sedan,230000.0,1200.0,Metan/Propan,Manual,2800.0
Toyota,Urban Cruiser,2011,Sedan,192000.0,1400.0,Diesel,Manual,6800.0
Volkswagen,Phaeton,2005,Sedan,257000.0,3000.0,Diesel,Automatic,9000.0
Toyota,Aygo,2007,Hatchback,72000.0,1000.0,Petrol,Automatic,4400.0
Renault,Scenic,2012,Microvan,240000.0,1500.0,Diesel,Manual,6800.0
Toyota,Land Cruiser Prado,2006,SUV,205000.0,2700.0,Metan/Propan,Automatic,14800.0
Skoda,Superb,2017,Sedan,176000.0,2000.0,Diesel,Automatic,19450.0
Opel,Corsa,2006,Hatchback,164274.0,1300.0,Diesel,Manual,2999.0
Volkswagen,Tiguan,2008,SUV,179000.0,1400.0,Petrol,Manual,7200.0
Changan,CS35PLUS,2021,Crossover,0.0,1589.0,Petrol,Automatic,14500.0
Skoda,Fabia,2002,Hatchback,230000.0,1400.0,Petrol,Manual,950.0
BMW,7 Series,2016,Sedan,125000.0,2993.0,Diesel,Automatic,52500.0
Rover,45,2001,Sedan,278000.0,2000.0,Diesel,Manual,2650.0
Fiat,Stilo,2004,Universal,200000.0,1600.0,Metan/Propan,Manual,3000.0
Dacia,Duster,2011,Crossover,202176.0,1500.0,Diesel,Manual,6900.0
Skoda,Superb,2009,Sedan,265000.0,1800.0,Petrol,Manual,5950.0
Volkswagen,Passat,2011,Universal,244000.0,1600.0,Diesel,Manual,9600.0
Skoda,Rapid,2016,Sedan,188000.0,1422.0,Diesel,Manual,7750.0
Nissan,Qashqai+2,2011,Microvan,207000.0,1500.0,Diesel,Manual,7800.0
Ford,Fusion,2018,Sedan,33339.0,2000.0,Plug-in Hybrid,Automatic,20800.0
Mercedes,S Class,2008,Sedan,180000.0,5461.0,Petrol,Automatic,14000.0
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,Manual,7200.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7700.0
Volkswagen,Passat,1995,Universal,1.0,200.0,Petrol,Manual,1450.0
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,Automatic,3800.0
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,Manual,3499.0
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,Automatic,9200.0
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,Automatic,12650.0
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,Manual,2800.0
Volvo,V40,2016,Hatchback,184500.0,1500.0,Petrol,Automatic,15499.0
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,Automatic,34000.0
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,Automatic,21990.0
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,Automatic,7600.0
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,Manual,2300.0
Volvo,V60,2013,Universal,162000.0,2400.0,Plug-in Hybrid,Automatic,15000.0
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,Automatic,12990.0
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,Manual,6500.0
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,Manual,11800.0
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,Automatic,10700.0
Mercedes,S Class,2008,Sedan,180000.0,5461.0,Petrol,Automatic,14000.0
Ford,Focus,2017,Universal,160000.0,1500.0,Diesel,Manual,7200.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7700.0
Volkswagen,Passat,1995,Universal,1.0,200.0,Petrol,Manual,1450.0
Mercedes,E Class,2000,Sedan,303000.0,2000.0,Metan/Propan,Automatic,3800.0
Dacia,Sandero,2012,Hatchback,111896.0,1200.0,Petrol,Manual,3499.0
Toyota,Prius,2012,Universal,165000.0,1800.0,Hybrid,Automatic,9200.0
Toyota,Auris,2015,Universal,169265.0,1800.0,Hybrid,Automatic,12650.0
Hyundai,Getz,2007,Hatchback,172316.0,1400.0,Petrol,Manual,2800.0
Volvo,V40,2016,Hatchback,184500.0,1500.0,Petrol,Automatic,15499.0
Mercedes,M Class,2013,Crossover,122000.0,3500.0,Diesel,Automatic,34000.0
Mercedes,C Class,2017,Sedan,127000.0,2000.0,Petrol,Automatic,21990.0
BMW,3 Series,2007,Sedan,193000.0,1988.0,Petrol,Automatic,7600.0
Audi,A4,1996,Sedan,256000.0,1800.0,Petrol,Manual,2300.0
Volvo,V60,2013,Universal,162000.0,2400.0,Plug-in Hybrid,Automatic,15000.0
Volkswagen,Golf,2019,Hatchback,26000.0,1400.0,Petrol,Automatic,12990.0
Toyota,Avensis,2007,Combi,220000.0,1600.0,Petrol,Manual,6500.0
Hyundai,ix35,2012,SUV,199000.0,2000.0,Diesel,Manual,11800.0
Skoda,Octavia,2014,Sedan,216000.0,1600.0,Diesel,Automatic,10700.0
Volkswagen,Jetta,2013,Sedan,188000.0,1400.0,Hybrid,Automatic,8800.0
Skoda,Fabia,2012,Universal,212700.0,1200.0,Diesel,Manual,5450.0
Opel,Astra,2005,Universal,270000.0,1800.0,Petrol,Manual,3500.0
Volkswagen,Passat CC,2013,Sedan,60000.0,2000.0,Petrol,Automatic,12700.0
Lexus,RX Series,2005,SUV,178000.0,2989.0,Metan/Propan,Automatic,9800.0
Chevrolet,Captiva,2011,Crossover,90000.0,2200.0,Diesel,Automatic,13300.0
Toyota,Avensis,2014,Sedan,143000.0,2000.0,Diesel,Manual,11700.0
Mercedes,GLE Coupe,2017,SUV,47000.0,3000.0,Petrol,Automatic,54000.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7800.0
Saab,9-3,2007,Sedan,194777.0,2000.0,Petrol,Automatic,5000.0
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,Manual,5000.0
Toyota,Prius v,2016,Hatchback,144000.0,1800.0,Hybrid,Automatic,12300.0
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,Manual,1700.0
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,Automatic,5500.0
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,Automatic,11850.0
Toyota,Avensis,2006,Sedan,1.0,200.0,Diesel,Manual,1500.0
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,Manual,4500.0
Volkswagen,Jetta,2015,Sedan,173000.0,1400.0,Petrol,Automatic,8600.0
BMW,X5,2015,SUV,185000.0,2999.0,Diesel,Automatic,34000.0
Toyota,Land Cruiser Prado,2006,SUV,220000.0,2700.0,Metan/Propan,Automatic,13500.0
Nissan,Micra,2018,Hatchback,95000.0,900.0,Petrol,Manual,10500.0
Hyundai,Santa FE,2011,Crossover,169000.0,2200.0,Diesel,Automatic,13990.0
BMW,5 Series,2012,Sedan,200000.0,2000.0,Petrol,Automatic,11500.0
KIA,Optima,2014,Sedan,60000.0,2000.0,Metan/Propan,Automatic,9900.0
Volkswagen,Caddy,2009,Minivan,276555.0,1595.0,Petrol,Manual,9500.0
Opel,Astra,2005,Universal,227000.0,1600.0,Metan/Propan,Manual,4650.0
Mitsubishi,Pajero Pinin,2003,Crossover,230000.0,1800.0,Metan/Propan,Automatic,4900.0
Volkswagen,Golf,1993,Hatchback,100.0,1800.0,Petrol,Manual,1600.0
KIA,Ceed Sw,2010,Universal,150000.0,1400.0,Petrol,Manual,6000.0
Renault,Grand Scenic,2004,Universal,139000.0,1500.0,Diesel,Manual,3700.0
Mercedes,C Class,2012,Sedan,206000.0,2200.0,Diesel,Manual,14399.0
BMW,5 Series,2001,Sedan,2345678.0,2500.0,Diesel,Automatic,6300.0
Hyundai,H200,1999,Minivan,1.0,2500.0,Diesel,Manual,2900.0
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,Automatic,27900.0
Renault,Megane,2014,Universal,139200.0,1490.0,Diesel,Automatic,7200.0
Mercedes,CLA,2017,Sedan,40000.0,2000.0,Petrol,Automatic,16999.0
Nissan,Qashqai,2016,Crossover,185000.0,1500.0,Diesel,Manual,13000.0
Volkswagen,Golf,2015,Hatchback,157000.0,1400.0,Plug-in Hybrid,Automatic,13500.0
Audi,A4,2011,Universal,1234.0,2000.0,Petrol,Automatic,9500.0
Renault,Captur,2013,SUV,145000.0,1200.0,Petrol,Automatic,8800.0
Toyota,Auris,2013,Universal,177800.0,1400.0,Diesel,Manual,8500.0
Peugeot,807,2006,Minivan,247000.0,2200.0,Diesel,Manual,2200.0
BMW,7 Series,2013,Sedan,165000.0,3000.0,Diesel,Automatic,26800.0
Mercedes,C Class,2015,Sedan,75000.0,2000.0,Petrol,Automatic,19000.0
Mitsubishi,Pajero Sport,2004,Roadster,300000.0,2500.0,Diesel,Manual,8000.0
Toyota,Prius Prime,2017,Sedan,95000.0,1800.0,Plug-in Hybrid,Automatic,17999.0
Subaru,Impreza,2000,Sedan,222530.0,1600.0,Petrol,Manual,3800.0
Volkswagen,Passat,2005,Sedan,270000.0,2000.0,Petrol,Manual,5700.0
Ford,Focus,2012,Universal,167000.0,1000.0,Petrol,Manual,4999.0
Mercedes,C Class,1995,Sedan,345000.0,1800.0,Metan/Propan,Automatic,2200.0
Volkswagen,Polo,2014,Hatchback,212600.0,1400.0,Diesel,Manual,6850.0
Nissan,Qashqai,2013,Crossover,140000.0,1500.0,Diesel,Manual,8500.0
Opel,Insignia,2015,Hatchback,220000.0,2000.0,Petrol,Automatic,9990.0
Mercedes,Vito,2012,Microvan,237000.0,2200.0,Diesel,Manual,10490.0
Renault,Clio,2016,Universal,153000.0,1500.0,Diesel,Automatic,9200.0
Mini,Cooper,2004,Coupe,320000.0,1400.0,Diesel,Manual,3800.0
Opel,Combo,2012,Minivan,188000.0,2000.0,Diesel,Manual,4500.0
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,Manual,4850.0
Ford,Galaxy,2006,Minivan,218400.0,2000.0,Diesel,Manual,7000.0
Renault,Megane,2005,Universal,256983.0,1500.0,Diesel,Manual,3150.0
Volkswagen,Amarok,2011,SUV,213548.0,2000.0,Diesel,Manual,17250.0
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic,7800.0
Saab,9-3,2007,Sedan,194777.0,2000.0,Petrol,Automatic,5000.0
Hyundai,Tucson,2017,SUV,130212.0,2000.0,Diesel,Automatic,17499.0
Dacia,Duster,2014,Crossover,148000.0,1500.0,Diesel,Manual,7900.0
Dacia,Dokker VAN,2013,Minivan,180000.0,1500.0,Diesel,Manual,3000.0
BMW,X5,2014,Crossover,107000.0,2998.0,Diesel,Automatic,37900.0
Suzuki,S-Cross,2017,Crossover,30100.0,1400.0,Petrol,Automatic,15500.0
Lexus,CT Series,2012,Hatchback,230000.0,1800.0,Petrol,Automatic,10299.0
Volkswagen,Passat,2004,Sedan,1.0,1900.0,Diesel,Manual,4350.0
Ford,Galaxy,2001,Minivan,280000.0,1900.0,Diesel,Manual,1900.0
Mitsubishi,Grandis,2007,Universal,229000.0,2400.0,Metan/Propan,Manual,5600.0
Volkswagen,Polo,2010,Hatchback,74000.0,1400.0,Petrol,Automatic,6500.0
Skoda,Fabia,2007,Universal,170000.0,1200.0,Petrol,Manual,3450.0
Volvo,Altele,1995,Hatchback,5000.0,2400.0,Diesel,Manual,1700.0
Renault,Scenic,2012,Minivan,180000.0,110.0,Diesel,Manual,6500.0
Audi,80,1994,Sedan,266000.0,2000.0,Petrol,Manual,1700.0
Volkswagen,Passat,2016,Sedan,1360.0,1800.0,Petrol,Automatic,11000.0
Mercedes,E Class,2000,Sedan,222.0,2200.0,Diesel,Automatic,1500.0
Toyota,Avensis,2006,Sedan,1.0,200.0,Diesel,Manual,1500.0
Opel,Astra,2006,Hatchback,250000.0,1300.0,Diesel,Manual,4500.0
Volkswagen,Golf,2019,Hatchback,4000.0,1399.0,Petrol,Automatic,15000.0
Volkswagen,Touran,2005,Microvan,400000.0,1900.0,Diesel,Manual,4500.0
Skoda,Octavia,2008,Universal,200000.0,1900.0,Diesel,Manual,5000.0
Toyota,Prius v,2016,Hatchback,144000.0,1800.0,Hybrid,Automatic,12300.0
Mercedes,E Class,2002,Sedan,256000.0,2700.0,Diesel,Automatic,5500.0
BMW,X5,2005,SUV,193000.0,3000.0,Diesel,Automatic,11850.0
Renault,Megane,2012,Hatchback,1.0,1500.0,Diesel,Automatic,6999.0
BMW,5 Series,2018,Sedan,28942.0,2000.0,Petrol,Automatic,27999.0
BMW,X5,2016,Crossover,162000.0,2000.0,Plug-in Hybrid,Automatic,29999.0
Ford,F-150,2015,Pickup,112000.0,4950.0,Petrol,Automatic,24500.0
Mercedes,GLC,2016,SUV,95000.0,1991.0,Petrol,Automatic,37000.0
Volkswagen,Golf,2005,Universal,278000.0,1400.0,Petrol,Manual,2850.0
BMW,3 Series,1994,Sedan,550000.0,1800.0,Petrol,Manual,3000.0
Dacia,Sandero,2010,Universal,173000.0,1200.0,Petrol,Manual,3200.0
Volkswagen,Transporter,2002,Minivan,270000.0,2500.0,Diesel,Manual,3990.0
Toyota,Auris,2010,Hatchback,190000.0,1800.0,Hybrid,Automatic,8500.0
Volkswagen,Tiguan,2019,Sedan,33000.0,2000.0,Petrol,Automatic,18900.0
Cadillac,CTS,2015,Sedan,88000.0,2000.0,Petrol,Automatic,16950.0
Peugeot,207,2013,Minivan,174600.0,1400.0,Petrol,Manual,5650.0
KIA,Picanto,2008,Hatchback,130000.0,1200.0,Petrol,Automatic,4700.0
Volkswagen,Polo,1996,Sedan,250000.0,1400.0,Petrol,Manual,1299.0
Renault,Laguna,2008,Hatchback,180000.0,1500.0,Diesel,Manual,4900.0
Dacia,Logan Mcv,2009,Microvan,264714.0,1400.0,Metan/Propan,Manual,3700.0
Ford,Fusion,2015,Sedan,125000.0,2000.0,Petrol,Automatic,12499.0
Skoda,Rapid,2015,Sedan,196231.0,1400.0,Diesel,Manual,7650.0
Volkswagen,Golf,1995,Hatchback,11111.0,1600.0,Petrol,Manual,800.0
Dacia,Logan,2005,Sedan,125488.0,1400.0,Metan/Propan,Manual,2200.0
Skoda,Superb,2018,Sedan,72000.0,2000.0,Petrol,Automatic,26500.0
Renault,Megane,2011,Universal,242337.0,1500.0,Diesel,Manual,5650.0
Nissan,Qashqai,2015,SUV,0.0,1200.0,Petrol,Manual,9700.0
Opel,Astra,2017,Universal,0.0,1300.0,Diesel,Manual,8800.0
Rover,45,2002,Sedan,296852.0,1600.0,Metan/Propan,Manual,2500.0
Opel,Insignia,2015,Sedan,76500.0,1600.0,Petrol,Automatic,12999.0
Toyota,Corolla Verso,2007,Minivan,169000.0,2200.0,Diesel,Manual,4300.0
Mitsubishi,Outlander,2018,Crossover,111500.0,2000.0,Plug-in Hybrid,Automatic,19900.0
Skoda,Octavia,2005,Universal,180000.0,2000.0,Petrol,Manual,5300.0
BMW,5 Series,2001,Sedan,2345678.0,2500.0,Diesel,Automatic,6300.0
Hyundai,H200,1999,Minivan,1.0,2500.0,Diesel,Manual,2900.0
Mercedes,M Class,2013,SUV,77000.0,2500.0,Diesel,Automatic,27900.0
Toyota,Corolla Verso,2007,Minivan,169000.0,2200.0,Diesel,Manual,4300.0
Volvo,S60,2010,Sedan,178000.0,1999.0,Petrol,Automatic,9490.0
Opel,Astra,2017,Universal,0.0,1300.0,Diesel,Manual,8800.0
Rover,45,2002,Sedan,296852.0,1600.0,Metan/Propan,Manual,2500.0
Opel,Insignia,2015,Sedan,76500.0,1600.0,Petrol,Automatic,12999.0
Mitsubishi,Outlander,2018,Crossover,111500.0,2000.0,Plug-in Hybrid,Automatic,19900.0
Skoda,Octavia,2005,Universal,180000.0,2000.0,Petrol,Manual,5300.0
Audi,A4,2010,Sedan,0.0,2000.0,Diesel,Manual,7200.0
Toyota,Rav 4,2011,SUV,0.0,2000.0,Petrol,Automatic,9300.0
Renault,Grand Scenic,2016,Minivan,170000.0,1500.0,Diesel,Automatic,10500.0
Vaz,2106,1997,Sedan,240.0,1500.0,Petrol,Manual,690.0
Mercedes,A Class,2001,Hatchback,287141.0,1400.0,Petrol,Manual,2099.0
Nissan,Sunny,1987,Universal,256987.0,1700.0,Diesel,Manual,650.0
Honda,CR-V,2010,SUV,0.0,2000.0,Petrol,Automatic,7100.0
Mercedes,E Class,2014,Sedan,406000.0,2000.0,Metan/Propan,Automatic,15300.0
BMW,5 Series,2018,Sedan,0.0,2000.0,Diesel,Automatic,25500.0
Mercedes,GLK Class,2013,Crossover,182000.0,2200.0,Diesel,Automatic,16999.0
Lexus,CT Series,2011,Hatchback,167000.0,1800.0,Hybrid,Automatic,10250.0
Opel,Astra,2015,Universal,162000.0,1400.0,Petrol,Manual,7200.0
Mercedes,E Class,2002,Sedan,257000.0,2200.0,Diesel,Automatic,4700.0
Renault,Megane,2016,Universal,83872.0,1500.0,Diesel,Automatic,7950.0
Volkswagen,Caddy,2011,Minivan,181000.0,1600.0,Diesel,Manual,10800.0
Porsche,Cayenne,2005,SUV,260000.0,4500.0,Petrol,Automatic,7600.0
BMW,5 Series,2011,Sedan,210710.0,200.0,Diesel,Automatic,16450.0
Mercedes,A Class,2010,Hatchback,178000.0,1500.0,Petrol,Manual,5400.0
Peugeot,407,2006,Sedan,111111.0,2000.0,Petrol,Manual,3100.0
Ford,Focus,2016,Universal,190000.0,1500.0,Diesel,Manual,7500.0
Renault,Megane,2011,Universal,242337.0,1500.0,Diesel,Manual,5650.0
Nissan,Qashqai,2015,SUV,0.0,1200.0,Petrol,Manual,9700.0
Volvo,S60,2011,Sedan,182431.0,1596.0,Petrol,Automatic,10500.0
Mercedes,C Class,2009,Sedan,160000.0,1600.0,Metan/Propan,Automatic,7900.0
Toyota,Auris,2012,Hatchback,0.0,1400.0,Diesel,Manual,6200.0
Lexus,Es Series,2012,Sedan,79118.0,2400.0,Hybrid,Automatic,16100.0
Audi,A5,2010,Coupe,178545.0,2000.0,Petrol,Manual,9799.0
BMW,3 Series,2018,Sedan,45000.0,2000.0,Plug-in Hybrid,Automatic,19500.0
Renault,Kadjar,2016,Crossover,136000.0,1500.0,Diesel,Automatic,12500.0
Skoda,Superb,2015,Universal,195000.0,2000.0,Diesel,Automatic,15300.0
Skoda,Superb,2014,Sedan,181000.0,2000.0,Diesel,Automatic,14800.0
Toyota,Avensis,2013,Sedan,72000.0,1987.0,Petrol,Automatic,14000.0
Mercedes,Vito,2008,Microvan,266000.0,2200.0,Diesel,Manual,8490.0
Chevrolet,Lacetti,2005,Hatchback,224000.0,1600.0,Petrol,Manual,2550.0
Volkswagen,Bora,2001,Sedan,290000.0,1600.0,Petrol,Manual,2990.0
Honda,CR-V,2014,Crossover,169200.0,2200.0,Diesel,Manual,17250.0
Hyundai,Santa FE,2006,Crossover,278000.0,2200.0,Diesel,Manual,7850.0
Skoda,Fabia,2011,Universal,162000.0,1200.0,Diesel,Manual,4950.0
Honda,Civic,2008,Sedan,170000.0,1330.0,Hybrid,Automatic,5750.0
Mercedes,A Class,2000,Hatchback,230000.0,1600.0,Petrol,Automatic,2199.0
BMW,3 Series,2006,Sedan,210000.0,3000.0,Diesel,Manual,2500.0
Opel,Astra,2012,Universal,189000.0,1300.0,Diesel,Manual,6000.0
Toyota,Auris,2015,Universal,104000.0,1800.0,Hybrid,Automatic,10000.0
Toyota,Prius,2008,Hatchback,259000.0,1500.0,Hybrid,Automatic,6000.0
Mazda,626,2001,Hatchback,270000.0,1800.0,Petrol,Manual,2700.0
Skoda,Rapid,2017,Universal,92500.0,1400.0,Diesel,Manual,7700.0
Opel,Zafira,2006,Minivan,186713.0,1800.0,Petrol,Manual,5200.0
Opel,Zafira,2006,Minivan,60000.0,1800.0,Metan/Propan,Automatic,4900.0
BMW,3 Series,2008,Sedan,212000.0,2000.0,Petrol,Manual,6690.0
Hyundai,Getz,2007,Hatchback,175000.0,1500.0,Diesel,Manual,3900.0
Skoda,Superb,2015,Sedan,196000.0,2000.0,Diesel,Automatic,15690.0
Dacia,Lodgy,2012,Universal,179000.0,1500.0,Diesel,Manual,6900.0
Volkswagen,Passat,2012,Sedan,183000.0,1400.0,Metan/Propan,Automatic,10200.0
BMW,5 Series,2006,Sedan,243000.0,2500.0,Petrol,Automatic,7990.0
Renault,Grand Scenic,2015,Universal,162000.0,1500.0,Diesel,Automatic,8790.0
Skoda,Octavia,2016,Hatchback,200000.0,1400.0,Petrol,Manual,9000.0
